"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Overhead Press (Barbell)",,"",2,"normal",15,8,,,
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Overhead Press (Barbell)",,"",3,"normal",10,12,,,
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Skullcrusher (Barbell)",,"STRICT FORM - do not cheat on me BOY",0,"normal",10,12,,,10
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Skullcrusher (Barbell)",,"STRICT FORM - do not cheat on me BOY",1,"normal",10,11,,,10
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Skullcrusher (Barbell)",,"STRICT FORM - do not cheat on me BOY",2,"normal",10,9,,,10
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Skullcrusher (Barbell)",,"STRICT FORM - do not cheat on me BOY",3,"normal",10,8,,,10
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,20,,,8
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,20,,,7.5
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,20,,,8.5
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,20,,,
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,20,,,
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,20,,,
"1. Chest Shoulders and Triceps","17 oct 2025, 17:38","17 oct 2025, 18:46","","Decline Push Up",,"",0,"normal",,4,,,10
"Weakpoints","14 oct 2025, 21:15","14 oct 2025, 21:43","","Bicep Curl (Barbell)",,"",0,"normal",20,8,,,
"Weakpoints","14 oct 2025, 21:15","14 oct 2025, 21:43","","Bicep Curl (Barbell)",,"",1,"normal",20,8,,,
"Weakpoints","14 oct 2025, 21:15","14 oct 2025, 21:43","","Bicep Curl (Barbell)",,"",2,"normal",20,6,,,
"Weakpoints","14 oct 2025, 21:15","14 oct 2025, 21:43","","Bicep Curl (Barbell)",,"",3,"normal",20,6,,,
"Weakpoints","14 oct 2025, 21:15","14 oct 2025, 21:43","","Dead Hang",,"",0,"normal",,,,60,
"Weakpoints","14 oct 2025, 21:15","14 oct 2025, 21:43","","Dead Hang",,"",1,"normal",,,,61,
"Weakpoints","14 oct 2025, 21:15","14 oct 2025, 21:43","","Dead Hang",,"",2,"normal",,,,62,
"Weakpoints","14 oct 2025, 21:15","14 oct 2025, 21:43","","Dead Hang",,"",3,"normal",,,,62,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Bicep Curl (Barbell)",,"",0,"normal",20,7,,,10
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Bicep Curl (Barbell)",,"",1,"normal",20,7,,,10
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Bicep Curl (Barbell)",,"",2,"normal",20,6,,,10
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Bicep Curl (Barbell)",,"",3,"normal",20,6,,,10
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Bent Over Row (Barbell)",,"",0,"warmup",20,30,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Bent Over Row (Barbell)",,"",1,"normal",40,17,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Bent Over Row (Barbell)",,"",2,"normal",50,13,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Bent Over Row (Barbell)",,"",3,"failure",50,10,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Bent Over Row (Barbell)",,"",4,"failure",50,11,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Bent Over Row (Barbell)",,"",5,"failure",50,11,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Chin Up",,"",0,"normal",,5,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Chin Up",,"",1,"normal",,4,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Shrug (Barbell)",,"",0,"normal",50,30,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Shrug (Barbell)",,"",1,"normal",50,25,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Shrug (Barbell)",,"",2,"failure",50,23,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,20,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,20,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,19,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,19,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,19,,,
"2. Back and Biceps","13 oct 2025, 11:12","13 oct 2025, 12:27","","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,19,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Bench Press (Barbell)",,"",0,"warmup",20,30,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Bench Press (Barbell)",,"",1,"normal",25,22,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Bench Press (Barbell)",,"",2,"normal",25,22,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Bench Press (Barbell)",,"",3,"normal",25,22,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Bench Press (Barbell)",,"",4,"normal",25,17,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Overhead Press (Barbell)",,"",0,"normal",10,18,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Overhead Press (Barbell)",,"",1,"normal",10,18,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Overhead Press (Barbell)",,"",2,"normal",10,15,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Triceps Extension (Barbell)",,"",0,"normal",10,16,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Triceps Extension (Barbell)",,"",1,"normal",10,15,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Triceps Extension (Barbell)",,"",2,"normal",10,11,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Triceps Extension (Barbell)",,"",3,"normal",10,12,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,19,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,19,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,18,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,18,,,
"1. Chest Shoulders and Triceps","12 oct 2025, 19:59","12 oct 2025, 21:00","","Decline Push Up",,"",0,"normal",,3,,,8.5
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Squat (Barbell)",,"",0,"normal",40,12,,,8
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Squat (Barbell)",,"",1,"normal",40,12,,,8.5
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Squat (Barbell)",,"",2,"normal",40,12,,,9.5
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Squat (Barbell)",,"",3,"normal",40,11,,,9.5
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Romanian Deadlift (Barbell)",,"",0,"warmup",40,20,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Romanian Deadlift (Barbell)",,"",1,"normal",60,12,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Romanian Deadlift (Barbell)",,"",2,"normal",60,11,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Romanian Deadlift (Barbell)",,"",3,"normal",40,17,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Flexión Antebrazo",,"",0,"normal",8.5,21,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Flexión Antebrazo",,"",1,"normal",8.5,21,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Flexión Antebrazo",,"",2,"normal",8.5,21,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Flexión Antebrazo",,"",3,"normal",8.5,21,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Flexión Antebrazo",,"",4,"normal",8.5,19,,,9.5
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Flexión Antebrazo",,"",5,"normal",8.5,18,,,10
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Hanging Leg Raise",,"",0,"normal",,20,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Hanging Leg Raise",,"",1,"normal",,20,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Hanging Leg Raise",,"",2,"normal",,22,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Concentration Curl",,"",0,"normal",7.5,19,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Concentration Curl",,"",1,"failure",7.5,19,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Concentration Curl",,"",2,"failure",7.5,11,,,
"3. Legs and Abs","10 oct 2025, 16:57","10 oct 2025, 18:03","","Concentration Curl",,"",3,"normal",7.5,11,,,
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Bent Over Row (Barbell)",,"",0,"warmup",20,30,,,
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Bent Over Row (Barbell)",,"",1,"normal",40,16,,,
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Bent Over Row (Barbell)",,"",2,"normal",50,12,,,9
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Bent Over Row (Barbell)",,"",3,"failure",50,11,,,
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Bent Over Row (Barbell)",,"",4,"failure",50,12,,,
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Bent Over Row (Barbell)",,"",5,"failure",50,11,,,
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Chin Up",,"",0,"normal",,5,,,
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Concentration Curl",,"",0,"normal",10,9,,,9.5
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Concentration Curl",,"",1,"failure",10,9,,,9.5
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Concentration Curl",,"",2,"failure",10,8,,,10
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Concentration Curl",,"",3,"normal",10,8,,,9.5
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Concentration Curl",,"",4,"normal",10,6,,,10
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Concentration Curl",,"",5,"normal",10,6,,,10
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Shrug (Barbell)",,"",0,"normal",50,28,,,
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Shrug (Barbell)",,"",1,"normal",50,23,,,
"2. Back and Biceps","9 oct 2025, 21:02","9 oct 2025, 21:52","","Shrug (Barbell)",,"",2,"failure",50,21,,,
"Weakpoints","7 oct 2025, 19:44","7 oct 2025, 20:07","","Dead Hang",,"",0,"normal",,,,52,
"Weakpoints","7 oct 2025, 19:44","7 oct 2025, 20:07","","Dead Hang",,"",1,"normal",,,,58,
"Weakpoints","7 oct 2025, 19:44","7 oct 2025, 20:07","","Dead Hang",,"",2,"normal",,,,65,
"Weakpoints","7 oct 2025, 19:44","7 oct 2025, 20:07","","Dead Hang",,"",3,"normal",,,,56,
"Weakpoints","7 oct 2025, 19:44","7 oct 2025, 20:07","","Concentration Curl",,"",0,"failure",10,10,,,9.5
"Weakpoints","7 oct 2025, 19:44","7 oct 2025, 20:07","","Concentration Curl",,"",1,"failure",10,10,,,9.5
"Weakpoints","7 oct 2025, 19:44","7 oct 2025, 20:07","","Concentration Curl",,"",2,"failure",10,9,,,9.5
"Weakpoints","7 oct 2025, 19:44","7 oct 2025, 20:07","","Concentration Curl",,"",3,"failure",10,10,,,9.5
"Weakpoints","7 oct 2025, 19:44","7 oct 2025, 20:07","","Concentration Curl",,"",4,"failure",10,8,,,10
"Weakpoints","7 oct 2025, 19:44","7 oct 2025, 20:07","","Concentration Curl",,"",5,"failure",10,8,,,9.5
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Bench Press (Barbell)",,"",0,"warmup",20,30,,,6
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Bench Press (Barbell)",,"",1,"normal",25,20,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Bench Press (Barbell)",,"",2,"normal",25,17,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Bench Press (Barbell)",,"",3,"normal",20,25,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Bench Press (Barbell)",,"",4,"normal",20,22,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Overhead Press (Barbell)",,"",0,"normal",10,16,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Overhead Press (Barbell)",,"",1,"normal",10,16,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Overhead Press (Barbell)",,"",2,"normal",10,13,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Overhead Press (Barbell)",,"",3,"normal",10,11,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Triceps Extension (Barbell)",,"",0,"normal",10,14,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Triceps Extension (Barbell)",,"",1,"normal",10,13,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Triceps Extension (Barbell)",,"",2,"normal",10,9,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Triceps Extension (Barbell)",,"",3,"normal",10,10,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,15,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,16,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,18,,,
"1. Chest Shoulders and Triceps","7 oct 2025, 14:26","7 oct 2025, 15:33","","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,18,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Romanian Deadlift (Barbell)",,"",0,"warmup",40,20,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Romanian Deadlift (Barbell)",,"",1,"normal",50,20,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Romanian Deadlift (Barbell)",,"",2,"normal",50,20,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Romanian Deadlift (Barbell)",,"",3,"normal",50,20,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Standing Calf Raise (Barbell)",,"",0,"normal",60,31,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Standing Calf Raise (Barbell)",,"",1,"normal",60,31,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Standing Calf Raise (Barbell)",,"",2,"normal",60,31,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Standing Calf Raise (Barbell)",,"",3,"failure",60,31,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Flexión Antebrazo",,"",0,"normal",8.5,20,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Flexión Antebrazo",,"",1,"normal",8.5,20,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Flexión Antebrazo",,"",2,"normal",8.5,20,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Flexión Antebrazo",,"",3,"normal",8.5,20,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Flexión Antebrazo",,"",4,"normal",8.5,18,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Flexión Antebrazo",,"",5,"normal",8.5,18,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Flexión Antebrazo",,"",6,"normal",8.5,12,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Flexión Antebrazo",,"",7,"normal",8.5,12,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Ab Wheel",,"Rodillas primero",0,"normal",,2,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Ab Wheel",,"Rodillas primero",1,"normal",,2,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Ab Wheel",,"Rodillas primero",2,"normal",,3,,,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Plank",,"",0,"normal",,,,65,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Plank",,"",1,"normal",,,,66,
"3. Legs and Abs","2 oct 2025, 20:44","2 oct 2025, 21:43","","Plank",,"",2,"normal",,,,67,
"3. Legs and Abs","2 oct 2025, 13:39","2 oct 2025, 13:53","","Squat (Barbell)",,"",0,"normal",45,8,,,8
"3. Legs and Abs","2 oct 2025, 13:39","2 oct 2025, 13:53","","Squat (Barbell)",,"",1,"normal",45,8,,,8
"3. Legs and Abs","2 oct 2025, 13:39","2 oct 2025, 13:53","","Squat (Barbell)",,"",2,"normal",45,8,,,9
"3. Legs and Abs","2 oct 2025, 13:39","2 oct 2025, 13:53","","Squat (Barbell)",,"",3,"normal",45,9,,,9
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Bent Over Row (Barbell)",,"",0,"warmup",20,28,,,6
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Bent Over Row (Barbell)",,"",1,"normal",40,15,,,7.5
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Bent Over Row (Barbell)",,"",2,"normal",40,15,,,7.5
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Bent Over Row (Barbell)",,"",3,"failure",40,15,,,8.5
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Bent Over Row (Barbell)",,"",4,"failure",40,15,,,7.5
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Bent Over Row (Barbell)",,"",5,"failure",40,18,,,9
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Chin Up",,"",0,"normal",,4,,,9.5
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Concentration Curl",,"",0,"failure",10,9,,,10
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Concentration Curl",,"",1,"failure",10,9,,,10
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Concentration Curl",,"",2,"failure",10,7,,,10
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Concentration Curl",,"",3,"failure",10,7,,,10
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Concentration Curl",,"",4,"failure",10,6,,,10
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Concentration Curl",,"",5,"failure",10,6,,,10
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Shrug (Barbell)",,"",0,"normal",50,26,,,9
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Shrug (Barbell)",,"",1,"normal",50,20,,,10
"2. Back and Biceps","29 sept 2025, 10:45","29 sept 2025, 11:31","","Shrug (Barbell)",,"",2,"failure",50,20,,,10
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Bench Press (Barbell)",,"",0,"warmup",20,27,,,6
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Bench Press (Barbell)",,"",1,"normal",30,20,,,6
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Bench Press (Barbell)",,"",2,"normal",30,10,,,
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Bench Press (Barbell)",,"",3,"normal",20,20,,,
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Bench Press (Barbell)",,"",4,"normal",20,20,,,
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Bench Press (Barbell)",,"",5,"normal",20,20,,,6
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Overhead Press (Barbell)",,"",0,"normal",10,15,,,7
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Overhead Press (Barbell)",,"",1,"normal",10,16,,,7
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Overhead Press (Barbell)",,"",2,"normal",10,16,,,9.5
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Triceps Extension (Barbell)",,"",0,"normal",10,10,,,7.5
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Triceps Extension (Barbell)",,"",1,"normal",10,12,,,9.5
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Triceps Extension (Barbell)",,"",2,"normal",10,9,,,9.5
"1. Chest Shoulders and Triceps","25 sept 2025, 18:09","25 sept 2025, 19:13","","Triceps Extension (Barbell)",,"",3,"normal",10,8,,,10
